GO.ID	Term	Annotated	Raw.P.Value
GO:0004027	alcohol sulfotransferase activity	1	0.27758
GO:0051916	granulocyte colony-stimulating factor binding	1	0.27779
GO:0015199	amino-acid betaine transmembrane transporter activity	1	0.27837
GO:0015188	L-isoleucine transmembrane transporter activity	1	0.27837
GO:0070403	NAD+ binding	14	0.27904
GO:0016154	pyrimidine-nucleoside phosphorylase activity	1	0.27909
GO:0140359	ABC-type transporter activity	36	0.27945
GO:0004336	galactosylceramidase activity	1	0.27952
GO:0004984	olfactory receptor activity	6	0.28012
GO:0017076	purine nucleotide binding	1522	0.28060
GO:0005314	high-affinity glutamate transmembrane transporter activity	2	0.28068
GO:0033229	cysteine transmembrane transporter activity	2	0.28068
GO:0043120	tumor necrosis factor binding	2	0.28262
GO:1903231	mRNA binding involved in posttranscriptional gene silencing	2	0.28334
GO:0046715	active borate transmembrane transporter activity	1	0.28349
GO:0030298	receptor signaling protein tyrosine kinase activator activity	2	0.28354
GO:0038187	pattern recognition receptor activity	15	0.28377
GO:0070815	peptidyl-lysine 5-dioxygenase activity	4	0.28398
GO:0035515	oxidative RNA demethylase activity	5	0.28399
GO:0033746	histone demethylase activity (H3-R2 specific)	1	0.28400
GO:0033749	histone demethylase activity (H4-R3 specific)	1	0.28400
GO:0008239	dipeptidyl-peptidase activity	9	0.28479
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	1	0.28502
GO:0019871	sodium channel inhibitor activity	5	0.28523
GO:0052722	fatty acid in-chain hydroxylase activity	1	0.28524
GO:0016768	spermine synthase activity	1	0.28546
GO:0043177	organic acid binding	66	0.28564
GO:0050136	NADH dehydrogenase (quinone) activity	41	0.28600
GO:0031720	haptoglobin binding	1	0.28604
GO:0031721	hemoglobin alpha binding	1	0.28604
GO:0004946	bombesin receptor activity	1	0.28707
GO:0005522	profilin binding	10	0.28737
GO:0042945	D-serine transmembrane transporter activity	1	0.28758
GO:0061547	glycogen synthase activity, transferring glucose-1-phosphate	1	0.28765
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	4	0.28852
GO:0005159	insulin-like growth factor receptor binding	11	0.28975
GO:0043130	ubiquitin binding	90	0.28998
GO:0034046	poly(G) binding	8	0.29166
GO:0140262	mRNA cap binding complex binding	3	0.29174
GO:0004362	glutathione-disulfide reductase activity	2	0.29183
GO:0008903	hydroxypyruvate isomerase activity	1	0.29199
GO:0008446	GDP-mannose 4,6-dehydratase activity	1	0.29281
GO:0005295	neutral amino acid:sodium symporter activity	3	0.29303
GO:0097160	polychlorinated biphenyl binding	1	0.29347
GO:0001621	G protein-coupled ADP receptor activity	2	0.29371
GO:0004411	homogentisate 1,2-dioxygenase activity	1	0.29384
GO:0008157	protein phosphatase 1 binding	24	0.29400
GO:0031490	chromatin DNA binding	87	0.29447
GO:0022841	potassium ion leak channel activity	5	0.29461
GO:0008559	ABC-type xenobiotic transporter activity	9	0.29487
GO:0019887	protein kinase regulator activity	175	0.29557
GO:0034739	histone deacetylase activity (H4-K16 specific)	3	0.29596
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity	1	0.29607
GO:0043560	insulin receptor substrate binding	9	0.29611
GO:0051287	NAD binding	47	0.29616
GO:0005313	L-glutamate transmembrane transporter activity	7	0.29633
GO:0035538	carbohydrate response element binding	1	0.29652
GO:0005041	low-density lipoprotein particle receptor activity	10	0.29743
GO:0035501	MH1 domain binding	1	0.29779
GO:0047159	1-alkenylglycerophosphocholine O-acyltransferase activity	2	0.29803
GO:0050200	plasmalogen synthase activity	2	0.29803
GO:0005237	inhibitory extracellular ligand-gated ion channel activity	2	0.29840
GO:0071566	UFM1 activating enzyme activity	1	0.29846
GO:0032145	succinate-semialdehyde dehydrogenase binding	1	0.29899
GO:0034386	4-aminobutyrate:2-oxoglutarate transaminase activity	1	0.29899
GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity	1	0.29899
GO:0030697	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity	1	0.29914
GO:0031702	type 1 angiotensin receptor binding	4	0.29920
GO:0042277	peptide binding	185	0.30004
GO:0097016	L27 domain binding	3	0.30017
GO:0005154	epidermal growth factor receptor binding	30	0.30071
GO:0005128	erythropoietin receptor binding	1	0.30101
GO:0005135	interleukin-3 receptor binding	1	0.30101
GO:0015467	G-protein activated inward rectifier potassium channel activity	1	0.30132
GO:0034602	oxoglutarate dehydrogenase (NAD+) activity	1	0.30237
GO:0019531	oxalate transmembrane transporter activity	5	0.30248
GO:0060590	ATPase regulator activity	36	0.30274
GO:0003963	RNA-3'-phosphate cyclase activity	1	0.30290
GO:0004949	cannabinoid receptor activity	1	0.30320
GO:0005309	creatine:sodium symporter activity	1	0.30373
GO:0032036	myosin heavy chain binding	5	0.30375
GO:0052826	inositol hexakisphosphate 2-phosphatase activity	1	0.30396
GO:0034417	bisphosphoglycerate 3-phosphatase activity	1	0.30396
GO:0030351	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	1	0.30396
GO:0033218	amide binding	245	0.30474
GO:0047751	cholestenone 5-alpha-reductase activity	3	0.30483
GO:0047710	bis(5'-adenosyl)-triphosphatase activity	2	0.30517
GO:0008502	melatonin receptor activity	2	0.30560
GO:0003680	minor groove of adenine-thymine-rich DNA binding	6	0.30575
GO:0004890	GABA-A receptor activity	3	0.30592
GO:0140439	protein-cysteine S-stearoyltransferase activity	6	0.30594
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	9	0.30610
GO:0043956	3-hydroxypropionyl-CoA dehydratase activity	1	0.30646
GO:0004747	ribokinase activity	1	0.30661
GO:0031726	CCR1 chemokine receptor binding	2	0.30667
GO:0071614	linoleic acid epoxygenase activity	1	0.30669
GO:0106301	arachidonic acid 5,6-epoxygenase activity	1	0.30669
GO:0106255	hydroperoxy icosatetraenoate isomerase activity	1	0.30669
GO:0015433	ABC-type peptide antigen transporter activity	4	0.30675
GO:0004057	arginyltransferase activity	1	0.30676
GO:0005011	macrophage colony-stimulating factor receptor activity	1	0.30699
GO:0004512	inositol-3-phosphate synthase activity	1	0.30775
GO:0050659	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity	2	0.30872
GO:0016740	transferase activity	1842	0.30906
GO:0030229	very-low-density lipoprotein particle receptor activity	3	0.30944
GO:0000171	ribonuclease MRP activity	1	0.30982
GO:0018685	alkane 1-monooxygenase activity	1	0.31135
GO:0050294	steroid sulfotransferase activity	3	0.31143
GO:0004062	aryl sulfotransferase activity	3	0.31143
GO:0023026	MHC class II protein complex binding	20	0.31147
GO:0061768	magnesium:sodium antiporter activity	1	0.31212
GO:0031151	histone methyltransferase activity (H3-K79 specific)	1	0.31265
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	2	0.31295
GO:0047956	glycerol dehydrogenase [NADP+] activity	2	0.31328
GO:0004806	triglyceride lipase activity	14	0.31401
GO:0000062	fatty-acyl-CoA binding	19	0.31419
GO:0008395	steroid hydroxylase activity	15	0.31421
GO:0090486	small RNA 2'-O-methyltransferase	1	0.31497
GO:0005483	soluble NSF attachment protein activity	3	0.31503
GO:0030023	extracellular matrix constituent conferring elasticity	7	0.31513
GO:1904408	melatonin binding	1	0.31535
GO:0001512	dihydronicotinamide riboside quinone reductase activity	1	0.31535
GO:1905594	resveratrol binding	1	0.31535
GO:0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors	6	0.31537
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	43	0.31575
GO:0062213	peroxynitrite isomerase activity	1	0.31589
GO:0035198	miRNA binding	29	0.31595
GO:0016595	glutamate binding	6	0.31595
GO:0106312	methylenetetrahydrofolate reductase NADH activity	1	0.31605
GO:0106313	methylenetetrahydrofolate reductase NADPH activity	1	0.31605
GO:0008398	sterol 14-demethylase activity	1	0.31620
GO:0061896	all-trans retinol 3,4-desaturase activity	1	0.31628
GO:0061897	all-trans retinal 3,4-desaturase activity	1	0.31628
GO:0061898	all-trans retinoic acid 3,4-desaturase activity	1	0.31628
GO:0061899	11-cis-retinal 3,4-desaturase activity	1	0.31628
GO:0042019	interleukin-23 binding	1	0.31674
GO:0047016	cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase activity	1	0.31713
GO:0004430	1-phosphatidylinositol 4-kinase activity	4	0.31720
GO:0019119	phenanthrene-9,10-epoxide hydrolase activity	1	0.31729
GO:0001850	complement component C3a binding	1	0.31744
GO:0090555	phosphatidylethanolamine flippase activity	4	0.31751
GO:0030545	receptor regulator activity	207	0.31878
GO:0031625	ubiquitin protein ligase binding	266	0.31897
GO:0045295	gamma-catenin binding	11	0.31911
GO:0034211	GTP-dependent protein kinase activity	1	0.31915
GO:0036479	peroxidase inhibitor activity	1	0.31915
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	2	0.31941
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity	2	0.32051
GO:0050185	phosphatidylinositol deacylase activity	1	0.32055
GO:0008404	arachidonic acid 14,15-epoxygenase activity	3	0.32059
GO:0005160	transforming growth factor beta receptor binding	18	0.32074
GO:0008499	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity	10	0.32087
GO:0102390	mycophenolic acid acyl-glucuronide esterase activity	1	0.32126
GO:0051786	all-trans-retinol 13,14-reductase activity	1	0.32157
GO:0043035	chromatin insulator sequence binding	4	0.32171
GO:0101006	protein histidine phosphatase activity	2	0.32172
GO:1990935	splicing factor binding	4	0.32218
GO:0031780	corticotropin hormone receptor binding	1	0.32266
GO:0031781	type 3 melanocortin receptor binding	1	0.32266
GO:0031782	type 4 melanocortin receptor binding	1	0.32266
GO:0031783	type 5 melanocortin receptor binding	1	0.32266
GO:0070996	type 1 melanocortin receptor binding	1	0.32266
GO:0035473	lipase binding	3	0.32285
GO:0008137	NADH dehydrogenase (ubiquinone) activity	40	0.32320
GO:0001784	phosphotyrosine residue binding	34	0.32349
GO:1901235	(R)-carnitine transmembrane transporter activity	1	0.32392
GO:0051800	phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity	1	0.32462
GO:0042608	T cell receptor binding	6	0.32635
GO:0030881	beta-2-microglobulin binding	6	0.32635
GO:0042134	rRNA primary transcript binding	3	0.32652
GO:0008531	riboflavin kinase activity	1	0.32659
GO:0016868	intramolecular transferase activity, phosphotransferases	8	0.32681
GO:0047933	glucose-1,6-bisphosphate synthase activity	1	0.32683
GO:0051722	protein C-terminal methylesterase activity	1	0.32762
GO:0120230	recombinase activator activity	1	0.32785
GO:0032567	dGTP binding	1	0.32793
GO:0008832	dGTPase activity	1	0.32793
GO:0042287	MHC protein binding	19	0.32806
GO:0004126	cytidine deaminase activity	7	0.32830
GO:0047844	deoxycytidine deaminase activity	7	0.32830
GO:0019780	FAT10 activating enzyme activity	1	0.32888
GO:0005248	voltage-gated sodium channel activity	9	0.32922
GO:0004017	adenylate kinase activity	8	0.32978
GO:0004999	vasoactive intestinal polypeptide receptor activity	1	0.33015
GO:0019150	D-ribulokinase activity	1	0.33038
GO:0003834	beta-carotene 15,15'-monooxygenase activity	1	0.33078
GO:0102076	beta,beta-carotene-9',10'-cleaving oxygenase activity	1	0.33078
GO:0010436	carotenoid dioxygenase activity	1	0.33078
GO:0051087	chaperone binding	91	0.33103
GO:0090624	endoribonuclease activity, cleaving miRNA-paired mRNA	2	0.33153
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	4	0.33208
GO:0016784	3-mercaptopyruvate sulfurtransferase activity	1	0.33269
GO:0031435	mitogen-activated protein kinase kinase kinase binding	15	0.33307
GO:0047280	nicotinamide phosphoribosyltransferase activity	1	0.33357
GO:0017002	activin-activated receptor activity	7	0.33394
GO:0102258	1,3-diacylglycerol acylhydrolase activity	1	0.33396
GO:0102259	1,2-diacylglycerol acylhydrolase activity	1	0.33396
GO:0016791	phosphatase activity	223	0.33437
GO:0004522	ribonuclease A activity	1	0.33444
GO:0070051	fibrinogen binding	2	0.33525
GO:0070052	collagen V binding	2	0.33525
GO:0000149	SNARE binding	82	0.33534
GO:0015658	branched-chain amino acid transmembrane transporter activity	7	0.33601
GO:0086083	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication	5	0.33605
GO:0004474	malate synthase activity	1	0.33636
GO:0047777	(S)-citramalyl-CoA lyase activity	1	0.33636
GO:0004152	dihydroorotate dehydrogenase activity	1	0.33644
GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H	7	0.33691
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	23	0.33707
GO:0005502	11-cis retinal binding	3	0.33773
GO:0005503	all-trans retinal binding	3	0.33773
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	3	0.33926
GO:0047992	hydroxylysine kinase activity	1	0.33941
GO:0005548	phospholipid transporter activity	51	0.33976
GO:0031871	proteinase activated receptor binding	3	0.33981
GO:0047934	glucose 1-dehydrogenase (NAD+) activity	1	0.33982
GO:0047935	glucose 1-dehydrogenase (NADP+) activity	1	0.33982
GO:0106258	L-serine-phosphatidylcholine phosphatidyltransferase activity	1	0.34046
GO:0047412	N-(long-chain-acyl)ethanolamine deacylase activity	1	0.34054
GO:0004494	methylmalonyl-CoA mutase activity	1	0.34078
GO:0035651	AP-3 adaptor complex binding	3	0.34107
GO:0004111	creatine kinase activity	4	0.34110
GO:0004180	carboxypeptidase activity	27	0.34134
GO:0097162	MADS box domain binding	1	0.34151
GO:0016831	carboxy-lyase activity	23	0.34197
GO:1990817	RNA adenylyltransferase activity	6	0.34200
GO:0043515	kinetochore binding	5	0.34216
GO:0035613	RNA stem-loop binding	15	0.34251
GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	6	0.34271
GO:0015279	store-operated calcium channel activity	6	0.34291
GO:0004348	glucosylceramidase activity	2	0.34345
GO:0050295	steryl-beta-glucosidase activity	2	0.34345
GO:0017153	sodium:dicarboxylate symporter activity	1	0.34369
GO:0046527	glucosyltransferase activity	18	0.34376
GO:0000987	cis-regulatory region sequence-specific DNA binding	839	0.34409
GO:0022848	acetylcholine-gated cation-selective channel activity	6	0.34549
GO:0004168	dolichol kinase activity	1	0.34556
GO:0099604	ligand-gated calcium channel activity	15	0.34600
GO:0036403	arachidonate 8(S)-lipoxygenase activity	2	0.34608
GO:0004052	arachidonate 12(S)-lipoxygenase activity	2	0.34608
GO:0010181	FMN binding	12	0.34684
GO:0004170	dUTP diphosphatase activity	1	0.34702
GO:0001875	lipopolysaccharide immune receptor activity	5	0.34706
GO:0102336	3-oxo-arachidoyl-CoA synthase activity	2	0.34770
GO:0035755	cardiolipin hydrolase activity	1	0.34800
GO:0047134	protein-disulfide reductase activity	4	0.34808
GO:0004140	dephospho-CoA kinase activity	2	0.34862
GO:0008488	gamma-glutamyl carboxylase activity	1	0.34874
GO:0031957	very long-chain fatty acid-CoA ligase activity	8	0.34937
GO:0004385	guanylate kinase activity	8	0.34937
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	3	0.34994
GO:0072544	L-DOPA binding	1	0.35021
GO:0035643	L-DOPA receptor activity	1	0.35021
GO:0001161	intronic transcription regulatory region sequence-specific DNA binding	9	0.35081
GO:0008061	chitin binding	5	0.35108
GO:0042903	tubulin deacetylase activity	2	0.35116
GO:0047006	17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity	2	0.35151
GO:0042799	histone methyltransferase activity (H4-K20 specific)	7	0.35252
GO:0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	3	0.35278
GO:0030291	protein serine/threonine kinase inhibitor activity	31	0.35326
GO:0032027	myosin light chain binding	3	0.35330
GO:0004123	cystathionine gamma-lyase activity	1	0.35341
GO:0044540	L-cystine L-cysteine-lyase (deaminating)	1	0.35341
GO:0080146	L-cysteine desulfhydrase activity	1	0.35341
GO:0004352	glutamate dehydrogenase (NAD+) activity	1	0.35439
GO:0004354	glutamate dehydrogenase (NADP+) activity	1	0.35439
GO:0001067	regulatory region nucleic acid binding	1057	0.35606
GO:0017134	fibroblast growth factor binding	19	0.35670
GO:0033885	10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity	1	0.35687
GO:0005381	iron ion transmembrane transporter activity	8	0.35687
GO:0005351	carbohydrate:proton symporter activity	5	0.35713
GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	3	0.35728
GO:0005150	interleukin-1, type I receptor binding	2	0.35745
GO:0001734	mRNA (N6-adenosine)-methyltransferase activity	2	0.35757
GO:0004019	adenylosuccinate synthase activity	2	0.35862
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	7	0.35879
GO:0015106	bicarbonate transmembrane transporter activity	14	0.35901
GO:0036312	phosphatidylinositol 3-kinase regulatory subunit binding	9	0.35911
GO:0046332	SMAD binding	67	0.35925
GO:1904713	beta-catenin destruction complex binding	2	0.35991
GO:0052665	tRNA (uracil-2'-O-)-methyltransferase activity	1	0.36076
GO:0043759	methylbutanoate-CoA ligase activity	1	0.36093
GO:0018729	propionate CoA-transferase activity	1	0.36093
GO:1990404	protein ADP-ribosylase activity	15	0.36094
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	1	0.36109
GO:0048040	UDP-glucuronate decarboxylase activity	1	0.36134
GO:0030548	acetylcholine receptor regulator activity	7	0.36173
GO:0004662	CAAX-protein geranylgeranyltransferase activity	2	0.36179
GO:0035877	death effector domain binding	4	0.36225
GO:0003951	NAD+ kinase activity	13	0.36320
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	108	0.36322
GO:0030550	acetylcholine receptor inhibitor activity	4	0.36342
GO:0008941	nitric oxide dioxygenase activity	1	0.36368
GO:0047726	iron-cytochrome-c reductase activity	1	0.36368
GO:0004595	pantetheine-phosphate adenylyltransferase activity	1	0.36418
GO:1990841	promoter-specific chromatin binding	55	0.36428
GO:0043522	leucine zipper domain binding	10	0.36433
GO:0019870	potassium channel inhibitor activity	8	0.36442
GO:0033989	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity	1	0.36476
GO:0051536	iron-sulfur cluster binding	61	0.36501
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	3	0.36507
GO:0005326	neurotransmitter transmembrane transporter activity	6	0.36556
GO:0052909	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity	1	0.36560
GO:0004105	choline-phosphate cytidylyltransferase activity	2	0.36581
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	7	0.36651
GO:0004309	exopolyphosphatase activity	1	0.36736
GO:0016524	latrotoxin receptor activity	2	0.36770
GO:0051920	peroxiredoxin activity	9	0.36788
GO:0008428	ribonuclease inhibitor activity	3	0.36816
GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding	5	0.36834
GO:0030156	benzodiazepine receptor binding	2	0.36913
GO:1904841	TORC2 complex binding	2	0.36948
GO:0016505	peptidase activator activity involved in apoptotic process	17	0.37008
GO:0070728	leucine binding	6	0.37084
GO:0043426	MRF binding	5	0.37116
GO:0004830	tryptophan-tRNA ligase activity	2	0.37175
GO:0019210	kinase inhibitor activity	66	0.37177
GO:0008892	guanine deaminase activity	1	0.37181
GO:0015367	oxoglutarate:malate antiporter activity	1	0.37190
GO:0031737	CX3C chemokine receptor binding	2	0.37222
GO:0019865	immunoglobulin binding	5	0.37270
GO:0030553	cGMP binding	7	0.37274
GO:0035256	G protein-coupled glutamate receptor binding	9	0.37282
GO:0046811	histone deacetylase inhibitor activity	1	0.37308
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	4	0.37350
GO:0003681	bent DNA binding	2	0.37354
GO:0019208	phosphatase regulator activity	93	0.37361
GO:0102338	3-oxo-lignoceronyl-CoA synthase activity	1	0.37427
GO:0031996	thioesterase binding	9	0.37437
GO:0061891	calcium ion sensor activity	1	0.37494
GO:0046624	sphingolipid transporter activity	14	0.37510
GO:0032393	MHC class I receptor activity	2	0.37531
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	2	0.37629
GO:0035539	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity	2	0.37629
GO:0016407	acetyltransferase activity	74	0.37634
GO:0046983	protein dimerization activity	780	0.37635
GO:0030552	cAMP binding	15	0.37645
GO:0043548	phosphatidylinositol 3-kinase binding	20	0.37646
GO:0036041	long-chain fatty acid binding	9	0.37669
GO:0016004	phospholipase activator activity	9	0.37679
GO:0005133	interferon-gamma receptor binding	1	0.37732
GO:0010485	H4 histone acetyltransferase activity	12	0.37747
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	4	0.37791
GO:0004095	carnitine O-palmitoyltransferase activity	2	0.37798
GO:0038131	neuregulin receptor activity	2	0.37834
GO:0015245	fatty acid transmembrane transporter activity	14	0.37835
GO:0070337	3'-flap-structured DNA binding	1	0.37851
GO:0004704	NF-kappaB-inducing kinase activity	5	0.37855
GO:0050197	phytanate-CoA ligase activity	2	0.37870
GO:0070251	pristanate-CoA ligase activity	2	0.37870
GO:0047747	cholate-CoA ligase activity	2	0.37870
GO:0043047	single-stranded telomeric DNA binding	12	0.37871
GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	2	0.37918
GO:0005176	ErbB-2 class receptor binding	4	0.37927
GO:0102758	very-long-chain enoyl-CoA reductase activity	1	0.37987
GO:0004382	guanosine-diphosphatase activity	7	0.37993
GO:0045134	uridine-diphosphatase activity	7	0.37993
GO:0140536	nuclear receptor corepressor activity	1	0.38013
GO:0038064	collagen receptor activity	3	0.38069
GO:0042008	interleukin-18 receptor activity	1	0.38090
GO:0004418	hydroxymethylbilane synthase activity	1	0.38149
GO:0034632	retinol transmembrane transporter activity	2	0.38171
GO:0017040	N-acylsphingosine amidohydrolase activity	5	0.38175
GO:0035299	inositol pentakisphosphate 2-kinase activity	1	0.38252
GO:0031883	taste receptor binding	1	0.38389
GO:0005009	insulin-activated receptor activity	2	0.38389
GO:0004129	cytochrome-c oxidase activity	14	0.38395
GO:0070553	nicotinic acid receptor activity	1	0.38415
GO:0044549	GTP cyclohydrolase binding	1	0.38466
GO:0030374	nuclear receptor coactivator activity	56	0.38500
GO:0015141	succinate transmembrane transporter activity	5	0.38543
GO:0030350	iron-responsive element binding	2	0.38547
GO:0004022	alcohol dehydrogenase (NAD+) activity	6	0.38560
GO:0008506	sucrose:proton symporter activity	2	0.38583
GO:0004906	interferon-gamma receptor activity	2	0.38595
GO:0070888	E-box binding	29	0.38612
GO:0008251	tRNA-specific adenosine deaminase activity	4	0.38616
GO:0005164	tumor necrosis factor receptor binding	22	0.38651
GO:0004860	protein kinase inhibitor activity	64	0.38684
GO:0036132	13-prostaglandin reductase activity	3	0.38711
GO:0047522	15-oxoprostaglandin 13-oxidase activity	3	0.38711
GO:0005005	transmembrane-ephrin receptor activity	10	0.38713
GO:0001046	core promoter sequence-specific DNA binding	41	0.38760
GO:0070326	very-low-density lipoprotein particle receptor binding	2	0.38766
GO:0002151	G-quadruplex RNA binding	5	0.38889
GO:0061649	ubiquitin modification-dependent histone binding	3	0.38895
GO:0003998	acylphosphatase activity	2	0.38936
GO:0004903	growth hormone receptor activity	1	0.39008
GO:0017154	semaphorin receptor activity	11	0.39068
GO:0061775	cohesin ATPase activity	1	0.39077
GO:0010465	nerve growth factor receptor activity	2	0.39132
GO:0016881	acid-amino acid ligase activity	18	0.39132
GO:0047288	monosialoganglioside sialyltransferase activity	3	0.39165
GO:0055102	lipase inhibitor activity	10	0.39171
GO:0070539	linoleic acid binding	1	0.39181
GO:0004046	aminoacylase activity	3	0.39190
GO:0016874	ligase activity	150	0.39224
GO:0070674	hypoxanthine dehydrogenase activity	1	0.39276
GO:0070675	hypoxanthine oxidase activity	1	0.39276
GO:0004854	xanthine dehydrogenase activity	1	0.39276
GO:0004855	xanthine oxidase activity	1	0.39276
GO:0004878	complement component C5a receptor activity	1	0.39285
GO:0061770	translation elongation factor binding	1	0.39293
GO:0043495	protein-membrane adaptor activity	15	0.39317
GO:0035639	purine ribonucleoside triphosphate binding	1460	0.39401
GO:0045130	keratan sulfotransferase activity	2	0.39413
GO:0030233	deoxynucleotide transmembrane transporter activity	1	0.39415
GO:0140297	DNA-binding transcription factor binding	385	0.39459
GO:0003777	microtubule motor activity	55	0.39487
GO:0017081	chloride channel regulator activity	15	0.39507
GO:0004969	histamine receptor activity	2	0.39512
GO:0015143	urate transmembrane transporter activity	2	0.39536
GO:0015132	prostaglandin transmembrane transporter activity	2	0.39536
GO:0042923	neuropeptide binding	2	0.39610
GO:0008233	peptidase activity	396	0.39627
GO:0030621	U4 snRNA binding	18	0.39628
GO:0008493	tetracycline transmembrane transporter activity	1	0.39658
GO:0016790	thiolester hydrolase activity	36	0.39704
GO:0042292	URM1 activating enzyme activity	1	0.39754
GO:0061604	molybdopterin-synthase sulfurtransferase activity	1	0.39754
GO:0061605	molybdopterin-synthase adenylyltransferase activity	1	0.39754
GO:0061733	peptide-lysine-N-acetyltransferase activity	36	0.39843
GO:0005130	granulocyte colony-stimulating factor receptor binding	1	0.39850
GO:0008456	alpha-N-acetylgalactosaminidase activity	1	0.39858
GO:0004557	alpha-galactosidase activity	2	0.39861
GO:0005229	intracellular calcium activated chloride channel activity	11	0.39867
GO:0055077	gap junction hemi-channel activity	2	0.39918
GO:0019904	protein domain specific binding	564	0.39940
GO:0004823	leucine-tRNA ligase activity	2	0.40029
GO:0004819	glutamine-tRNA ligase activity	2	0.40029
GO:0042826	histone deacetylase binding	96	0.40040
GO:0004441	inositol-1,4-bisphosphate 1-phosphatase activity	1	0.40243
GO:0102200	N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity	1	0.40269
GO:0005464	UDP-xylose transmembrane transporter activity	1	0.40296
GO:0030371	translation repressor activity	22	0.40312
GO:0004900	erythropoietin receptor activity	1	0.40331
GO:0050207	plasmanylethanolamine desaturase activity	1	0.40348
GO:0000166	nucleotide binding	1729	0.40418
GO:0030506	ankyrin binding	8	0.40432
GO:0042806	fucose binding	2	0.40450
GO:0004450	isocitrate dehydrogenase (NADP+) activity	2	0.40463
GO:0017056	structural constituent of nuclear pore	24	0.40497
GO:0001730	2'-5'-oligoadenylate synthetase activity	4	0.40559
GO:0004822	isoleucine-tRNA ligase activity	2	0.40599
GO:0070905	serine binding	3	0.40625
GO:0001054	RNA polymerase I activity	2	0.40637
GO:0016892	endoribonuclease activity, producing 3'-phosphomonoesters	5	0.40658
GO:0120242	2-iminobutanoate deaminase activity	1	0.40664
GO:0120243	2-iminopropanoate deaminase activity	1	0.40664
GO:0022894	Intermediate conductance calcium-activated potassium channel activity	1	0.40708
GO:0030295	protein kinase activator activity	82	0.40717
GO:0140260	mitochondrial proton-transporting ATP synthase complex binding	1	0.40770
GO:0052654	L-leucine transaminase activity	2	0.40786
GO:0052655	L-valine transaminase activity	2	0.40786
GO:0052656	L-isoleucine transaminase activity	2	0.40786
GO:0050048	L-leucine:2-oxoglutarate aminotransferase activity	2	0.40786
GO:0003940	L-iduronidase activity	1	0.40814
GO:0005153	interleukin-8 receptor binding	3	0.40824
GO:0004044	amidophosphoribosyltransferase activity	1	0.40832
GO:0043262	adenosine-diphosphatase activity	2	0.40873
GO:0052732	phosphoethanolamine phosphatase activity	2	0.40898
GO:0004813	alanine-tRNA ligase activity	2	0.40911
GO:0030247	polysaccharide binding	11	0.40975
GO:0044603	protein adenylylhydrolase activity	1	0.41035
GO:0061501	cyclic-GMP-AMP synthase activity	1	0.41052
GO:0032358	oxidized pyrimidine DNA binding	1	0.41061
GO:0016409	palmitoyltransferase activity	32	0.41108
