GO.ID	Term	Annotated	Raw.P.Value
GO:0004356	glutamate-ammonia ligase activity	1	0.27995
GO:0031151	histone methyltransferase activity (H3-K79 specific)	1	0.28045
GO:0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)	10	0.28185
GO:0004031	aldehyde oxidase activity	3	0.28190
GO:0030975	thiamine binding	1	0.28212
GO:0004788	thiamine diphosphokinase activity	1	0.28212
GO:0022841	potassium ion leak channel activity	5	0.28279
GO:0030159	signaling receptor complex adaptor activity	39	0.28295
GO:0004998	transferrin receptor activity	1	0.28335
GO:0017056	structural constituent of nuclear pore	24	0.28357
GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity	2	0.28385
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	18	0.28390
GO:0061821	telomeric D-loop binding	4	0.28413
GO:0033300	dehydroascorbic acid transmembrane transporter activity	5	0.28425
GO:0050153	omega-hydroxydecanoate dehydrogenase activity	1	0.28458
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of o...	11	0.28459
GO:0004666	prostaglandin-endoperoxide synthase activity	1	0.28473
GO:0034713	type I transforming growth factor beta receptor binding	9	0.28486
GO:0052858	peptidyl-lysine acetyltransferase activity	1	0.28619
GO:0031249	denatured protein binding	1	0.28641
GO:0031700	adrenomedullin receptor binding	1	0.28699
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity	1	0.28838
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity	1	0.28838
GO:0047325	inositol tetrakisphosphate 1-kinase activity	1	0.28838
GO:0008387	steroid 7-alpha-hydroxylase activity	1	0.28860
GO:0042169	SH2 domain binding	29	0.28863
GO:0019955	cytokine binding	75	0.28877
GO:0008519	ammonium transmembrane transporter activity	6	0.28934
GO:0120160	intraciliary transport particle A binding	3	0.28935
GO:0052666	tRNA (cytosine-2'-O-)-methyltransferase activity	1	0.28949
GO:0009020	tRNA (guanosine-2'-O-)-methyltransferase activity	1	0.28949
GO:0001223	transcription coactivator binding	35	0.28984
GO:0004108	citrate (Si)-synthase activity	1	0.29022
GO:0052840	inositol diphosphate tetrakisphosphate diphosphatase activity	3	0.29101
GO:0052842	inositol diphosphate pentakisphosphate diphosphatase activity	3	0.29101
GO:0034431	bis(5'-adenosyl)-hexaphosphatase activity	3	0.29101
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity	3	0.29101
GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity	3	0.29101
GO:0000298	endopolyphosphatase activity	3	0.29101
GO:1990002	methylglyoxal reductase (NADPH-dependent, acetol producing)	1	0.29111
GO:0047941	glucuronolactone reductase activity	1	0.29111
GO:0047939	L-glucuronate reductase activity	1	0.29111
GO:0032034	myosin II head/neck binding	1	0.29155
GO:0086008	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization	7	0.29290
GO:0047655	allyl-alcohol dehydrogenase activity	3	0.29319
GO:0016230	sphingomyelin phosphodiesterase activator activity	2	0.29371
GO:0003910	DNA ligase (ATP) activity	3	0.29443
GO:0032794	GTPase activating protein binding	15	0.29487
GO:0050429	calcium-dependent phospholipase C activity	2	0.29508
GO:0000170	sphingosine hydroxylase activity	1	0.29585
GO:0005004	GPI-linked ephrin receptor activity	3	0.29611
GO:0030020	extracellular matrix structural constituent conferring tensile strength	20	0.29650
GO:0062124	4-hydroxybutyrate receptor activity	1	0.29734
GO:0060090	molecular adaptor activity	308	0.29868
GO:0045515	interleukin-18 receptor binding	1	0.29906
GO:0003997	acyl-CoA oxidase activity	5	0.29995
GO:0004092	carnitine O-acetyltransferase activity	1	0.29996
GO:0070888	E-box binding	29	0.30001
GO:0004321	fatty-acyl-CoA synthase activity	2	0.30005
GO:0015467	G-protein activated inward rectifier potassium channel activity	1	0.30049
GO:0019888	protein phosphatase regulator activity	77	0.30053
GO:0008510	sodium:bicarbonate symporter activity	4	0.30055
GO:0008894	guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity	1	0.30094
GO:0047750	cholestenol delta-isomerase activity	2	0.30111
GO:0047186	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity	1	0.30116
GO:0015247	aminophospholipid flippase activity	6	0.30152
GO:0005308	creatine transmembrane transporter activity	2	0.30171
GO:0051434	BH3 domain binding	5	0.30265
GO:0004142	diacylglycerol cholinephosphotransferase activity	3	0.30286
GO:0070878	primary miRNA binding	8	0.30307
GO:0016015	morphogen activity	1	0.30313
GO:0032567	dGTP binding	1	0.30320
GO:0008832	dGTPase activity	1	0.30320
GO:0050185	phosphatidylinositol deacylase activity	1	0.30335
GO:0008457	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity	3	0.30339
GO:0036310	annealing helicase activity	5	0.30400
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving	7	0.30403
GO:0017134	fibroblast growth factor binding	19	0.30425
GO:0030976	thiamine pyrophosphate binding	5	0.30502
GO:0071208	histone pre-mRNA DCP binding	4	0.30523
GO:1904492	Ac-Asp-Glu binding	1	0.30555
GO:1904493	tetrahydrofolyl-poly(glutamate) polymer binding	1	0.30555
GO:0018858	benzoate-CoA ligase activity	1	0.30570
GO:0102391	decanoate-CoA ligase activity	1	0.30570
GO:0031707	endothelin A receptor binding	1	0.30692
GO:0019178	NADP phosphatase activity	1	0.30745
GO:0102757	NADPH phosphatase activity	1	0.30745
GO:0015144	carbohydrate transmembrane transporter activity	23	0.30782
GO:0033823	procollagen glucosyltransferase activity	1	0.30791
GO:0004622	lysophospholipase activity	19	0.30826
GO:0004512	inositol-3-phosphate synthase activity	1	0.30859
GO:0016170	interleukin-15 receptor binding	1	0.30928
GO:0070320	inward rectifier potassium channel inhibitor activity	1	0.30966
GO:0008445	D-aspartate oxidase activity	1	0.31027
GO:0019899	enzyme binding	1689	0.31033
GO:0050431	transforming growth factor beta binding	17	0.31084
GO:0030551	cyclic nucleotide binding	23	0.31096
GO:0018812	3-hydroxyacyl-CoA dehydratase activity	4	0.31103
GO:0102343	3-hydroxy-arachidoyl-CoA dehydratase activity	4	0.31103
GO:0102344	3-hydroxy-behenoyl-CoA dehydratase activity	4	0.31103
GO:0102345	3-hydroxy-lignoceroyl-CoA dehydratase activity	4	0.31103
GO:0102158	very-long-chain 3-hydroxyacyl-CoA dehydratase activity	4	0.31103
GO:0035091	phosphatidylinositol binding	222	0.31148
GO:0008429	phosphatidylethanolamine binding	9	0.31175
GO:0008140	cAMP response element binding protein binding	10	0.31181
GO:0046316	gluconokinase activity	1	0.31196
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	1	0.31219
GO:0099635	voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	2	0.31241
GO:0018024	histone-lysine N-methyltransferase activity	40	0.31276
GO:0043273	CTPase activity	3	0.31343
GO:0015086	cadmium ion transmembrane transporter activity	3	0.31347
GO:0023030	MHC class Ib protein binding, via antigen binding groove	1	0.31358
GO:0001069	regulatory region RNA binding	2	0.31382
GO:0070644	vitamin D response element binding	3	0.31396
GO:0015127	bilirubin transmembrane transporter activity	1	0.31412
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	3	0.31414
GO:0097243	flavonoid binding	2	0.31447
GO:0008422	beta-glucosidase activity	3	0.31477
GO:0008488	gamma-glutamyl carboxylase activity	1	0.31558
GO:0003834	beta-carotene 15,15'-monooxygenase activity	1	0.31574
GO:0102076	beta,beta-carotene-9',10'-cleaving oxygenase activity	1	0.31574
GO:0010436	carotenoid dioxygenase activity	1	0.31574
GO:0008327	methyl-CpG binding	20	0.31623
GO:0046539	histamine N-methyltransferase activity	1	0.31667
GO:0034979	NAD-dependent protein deacetylase activity	16	0.31672
GO:0036054	protein-malonyllysine demalonylase activity	1	0.31682
GO:0044549	GTP cyclohydrolase binding	1	0.31721
GO:1902945	metalloendopeptidase activity involved in amyloid precursor protein catabolic process	4	0.31782
GO:0004857	enzyme inhibitor activity	259	0.31817
GO:0043533	inositol 1,3,4,5 tetrakisphosphate binding	4	0.31860
GO:0001792	polymeric immunoglobulin receptor activity	1	0.31884
GO:0000171	ribonuclease MRP activity	1	0.31915
GO:0004747	ribokinase activity	1	0.31946
GO:0032137	guanine/thymine mispair binding	3	0.32005
GO:0120230	recombinase activator activity	1	0.32024
GO:0034057	RNA strand-exchange activity	2	0.32029
GO:0004949	cannabinoid receptor activity	1	0.32094
GO:0005347	ATP transmembrane transporter activity	7	0.32130
GO:0051219	phosphoprotein binding	75	0.32144
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	30	0.32217
GO:0008404	arachidonic acid 14,15-epoxygenase activity	3	0.32217
GO:0004146	dihydrofolate reductase activity	2	0.32228
GO:1990838	poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends	1	0.32243
GO:0015271	outward rectifier potassium channel activity	5	0.32268
GO:0051371	muscle alpha-actinin binding	8	0.32287
GO:0106312	methylenetetrahydrofolate reductase NADH activity	1	0.32321
GO:0106313	methylenetetrahydrofolate reductase NADPH activity	1	0.32321
GO:0016409	palmitoyltransferase activity	32	0.32342
GO:0071795	K11-linked polyubiquitin modification-dependent protein binding	1	0.32392
GO:0030371	translation repressor activity	22	0.32394
GO:0015075	ion transmembrane transporter activity	539	0.32424
GO:1901640	XTP binding	1	0.32454
GO:1901641	ITP binding	1	0.32454
GO:0097383	dIDP diphosphatase activity	1	0.32454
GO:0047894	flavonol 3-sulfotransferase activity	2	0.32471
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	2	0.32494
GO:0061135	endopeptidase regulator activity	102	0.32504
GO:0051787	misfolded protein binding	26	0.32557
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	93	0.32574
GO:0035402	histone kinase activity (H3-T11 specific)	2	0.32594
GO:0047760	butyrate-CoA ligase activity	3	0.32611
GO:0099038	ceramide floppase activity	1	0.32659
GO:0015386	potassium:proton antiporter activity	9	0.32688
GO:0051870	methotrexate binding	2	0.32705
GO:0071837	HMG box domain binding	5	0.32716
GO:0047035	testosterone dehydrogenase (NAD+) activity	6	0.32725
GO:0060175	brain-derived neurotrophic factor-activated receptor activity	1	0.32754
GO:0016532	superoxide dismutase copper chaperone activity	2	0.32761
GO:0004111	creatine kinase activity	4	0.32800
GO:0031749	D2 dopamine receptor binding	3	0.32802
GO:0004910	interleukin-1, type II, blocking receptor activity	1	0.32809
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	9	0.32930
GO:0048027	mRNA 5'-UTR binding	25	0.32944
GO:0086038	calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential	1	0.32959
GO:0016830	carbon-carbon lyase activity	35	0.32980
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	2	0.33007
GO:0070853	myosin VI binding	1	0.33038
GO:0005154	epidermal growth factor receptor binding	30	0.33052
GO:0004940	beta1-adrenergic receptor activity	1	0.33094
GO:0086080	protein binding involved in heterotypic cell-cell adhesion	10	0.33105
GO:0038191	neuropilin binding	5	0.33105
GO:1990050	phosphatidic acid transfer activity	6	0.33132
GO:0015349	thyroid hormone transmembrane transporter activity	4	0.33165
GO:0000062	fatty-acyl-CoA binding	19	0.33173
GO:0070412	R-SMAD binding	21	0.33287
GO:0042658	MHC class II protein binding, via antigen binding groove	1	0.33317
GO:0140344	triglyceride transfer activity	1	0.33380
GO:0052689	carboxylic ester hydrolase activity	93	0.33400
GO:0043295	glutathione binding	10	0.33410
GO:0005164	tumor necrosis factor receptor binding	22	0.33507
GO:0070579	methylcytosine dioxygenase activity	4	0.33531
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	2	0.33550
GO:0034211	GTP-dependent protein kinase activity	1	0.33620
GO:0036479	peroxidase inhibitor activity	1	0.33620
GO:0008251	tRNA-specific adenosine deaminase activity	4	0.33693
GO:0005104	fibroblast growth factor receptor binding	10	0.33847
GO:0019981	interleukin-6 binding	2	0.33865
GO:0019970	interleukin-11 binding	2	0.33865
GO:0004921	interleukin-11 receptor activity	2	0.33865
GO:0004915	interleukin-6 receptor activity	2	0.33865
GO:0008941	nitric oxide dioxygenase activity	1	0.33941
GO:0047726	iron-cytochrome-c reductase activity	1	0.33941
GO:0050998	nitric-oxide synthase binding	10	0.33994
GO:1903135	cupric ion binding	4	0.34061
GO:0004132	dCMP deaminase activity	1	0.34119
GO:0005136	interleukin-4 receptor binding	1	0.34151
GO:0070539	linoleic acid binding	1	0.34159
GO:0120295	histone serotonyltransferase activity	1	0.34199
GO:0120297	histone dopaminyltransferase activity	1	0.34199
GO:0120298	peptide noradrenalinyltransferase activity	1	0.34199
GO:0120299	peptide histaminyltransferase activity	1	0.34199
GO:0050568	protein-glutamine glutaminase activity	1	0.34199
GO:0098631	cell adhesion mediator activity	43	0.34201
GO:0036487	nitric-oxide synthase inhibitor activity	1	0.34224
GO:0043727	5-amino-4-imidazole carboxylate lyase activity	1	0.34248
GO:0004638	phosphoribosylaminoimidazole carboxylase activity	1	0.34248
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	1	0.34248
GO:0035663	Toll-like receptor 2 binding	3	0.34256
GO:0030023	extracellular matrix constituent conferring elasticity	7	0.34257
GO:0008962	phosphatidylglycerophosphatase activity	1	0.34280
GO:0047918	GDP-mannose 3,5-epimerase activity	1	0.34288
GO:0042356	GDP-4-dehydro-D-rhamnose reductase activity	1	0.34288
GO:0050577	GDP-L-fucose synthase activity	1	0.34288
GO:0043843	ADP-specific glucokinase activity	1	0.34313
GO:0019208	phosphatase regulator activity	93	0.34400
GO:0030731	guanidinoacetate N-methyltransferase activity	1	0.34442
GO:1990254	keratin filament binding	5	0.34452
GO:0008955	peptidoglycan glycosyltransferase activity	1	0.34491
GO:0009055	electron transfer activity	105	0.34551
GO:0008525	phosphatidylcholine transporter activity	16	0.34573
GO:0019706	protein-cysteine S-palmitoyltransferase activity	23	0.34611
GO:0004441	inositol-1,4-bisphosphate 1-phosphatase activity	1	0.34613
GO:0070097	delta-catenin binding	7	0.34628
GO:0004415	hyalurononglucosaminidase activity	6	0.34676
GO:0015379	potassium:chloride symporter activity	6	0.34737
GO:0102390	mycophenolic acid acyl-glucuronide esterase activity	1	0.34743
GO:0050321	tau-protein kinase activity	19	0.34750
GO:0048257	3'-flap endonuclease activity	1	0.34751
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	1	0.34800
GO:0032557	pyrimidine ribonucleotide binding	3	0.34805
GO:0000810	diacylglycerol diphosphate phosphatase activity	2	0.34827
GO:0004565	beta-galactosidase activity	3	0.34847
GO:0070463	tubulin-dependent ATPase activity	1	0.34914
GO:0106137	IkappaB kinase complex binding	2	0.34943
GO:0061578	Lys63-specific deubiquitinase activity	12	0.34967
GO:0004352	glutamate dehydrogenase (NAD+) activity	1	0.34980
GO:0004354	glutamate dehydrogenase (NADP+) activity	1	0.34980
GO:0005247	voltage-gated chloride channel activity	8	0.34983
GO:0062069	GARP complex binding	1	0.35021
GO:0038024	cargo receptor activity	45	0.35040
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	23	0.35047
GO:0008241	peptidyl-dipeptidase activity	2	0.35070
GO:0008428	ribonuclease inhibitor activity	3	0.35107
GO:0004859	phospholipase inhibitor activity	9	0.35113
GO:0005496	steroid binding	64	0.35217
GO:0033858	N-acetylgalactosamine kinase activity	1	0.35258
GO:0048495	Roundabout binding	4	0.35282
GO:0003870	5-aminolevulinate synthase activity	1	0.35316
GO:0070891	lipoteichoic acid binding	2	0.35360
GO:0004168	dolichol kinase activity	1	0.35365
GO:0009032	thymidine phosphorylase activity	2	0.35442
GO:0098808	mRNA cap binding	2	0.35465
GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity	1	0.35505
GO:0050023	L-fuconate dehydratase activity	1	0.35530
GO:0004478	methionine adenosyltransferase activity	2	0.35547
GO:0008237	metallopeptidase activity	119	0.35621
GO:0005216	ion channel activity	190	0.35623
GO:0005459	UDP-galactose transmembrane transporter activity	4	0.35645
GO:0015024	glucuronate-2-sulfatase activity	1	0.35662
GO:0005275	amine transmembrane transporter activity	1	0.35695
GO:0016524	latrotoxin receptor activity	2	0.35710
GO:0036424	L-phosphoserine phosphatase activity	1	0.35720
GO:1905056	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	1	0.35861
GO:0016309	1-phosphatidylinositol-5-phosphate 4-kinase activity	3	0.35864
GO:0002153	steroid receptor RNA activator RNA binding	2	0.36026
GO:0062213	peroxynitrite isomerase activity	1	0.36043
GO:0008495	protoheme IX farnesyltransferase activity	1	0.36243
GO:0036132	13-prostaglandin reductase activity	3	0.36247
GO:0047522	15-oxoprostaglandin 13-oxidase activity	3	0.36247
GO:0051428	peptide hormone receptor binding	6	0.36292
GO:0055077	gap junction hemi-channel activity	2	0.36462
GO:0015095	magnesium ion transmembrane transporter activity	16	0.36473
GO:0030957	Tat protein binding	10	0.36486
GO:0031624	ubiquitin conjugating enzyme binding	30	0.36492
GO:0042577	lipid phosphatase activity	11	0.36524
GO:0004634	phosphopyruvate hydratase activity	3	0.36527
GO:0060590	ATPase regulator activity	36	0.36528
GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	4	0.36576
GO:0032216	glucosaminyl-phosphatidylinositol O-acyltransferase activity	1	0.36577
GO:0004844	uracil DNA N-glycosylase activity	4	0.36604
GO:0036463	TRAIL receptor activity	1	0.36711
GO:0003919	FMN adenylyltransferase activity	1	0.36719
GO:0030881	beta-2-microglobulin binding	6	0.36748
GO:0071253	connexin binding	4	0.36794
GO:0004337	geranyltranstransferase activity	2	0.36829
GO:0004161	dimethylallyltranstransferase activity	2	0.36829
GO:0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors	6	0.36840
GO:1904408	melatonin binding	1	0.36845
GO:0001512	dihydronicotinamide riboside quinone reductase activity	1	0.36845
GO:1905594	resveratrol binding	1	0.36845
GO:0062037	D-loop DNA binding	5	0.36871
GO:0004999	vasoactive intestinal polypeptide receptor activity	1	0.36929
GO:0016505	peptidase activator activity involved in apoptotic process	17	0.36937
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	43	0.36949
GO:0031710	neuromedin B receptor binding	1	0.36954
GO:0005184	neuropeptide hormone activity	1	0.36954
GO:0055056	D-glucose transmembrane transporter activity	6	0.36960
GO:0004830	tryptophan-tRNA ligase activity	2	0.36984
GO:0019210	kinase inhibitor activity	66	0.36985
GO:0019778	Atg12 activating enzyme activity	1	0.37005
GO:0019779	Atg8 activating enzyme activity	1	0.37005
GO:0004799	thymidylate synthase activity	1	0.37030
GO:0004165	dodecenoyl-CoA delta-isomerase activity	3	0.37162
GO:0016508	long-chain-enoyl-CoA hydratase activity	3	0.37162
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity	3	0.37162
GO:0000774	adenyl-nucleotide exchange factor activity	11	0.37183
GO:0051724	NAD transmembrane transporter activity	2	0.37222
GO:0099184	structural constituent of postsynaptic intermediate filament cytoskeleton	1	0.37224
GO:0004860	protein kinase inhibitor activity	64	0.37237
GO:0015297	antiporter activity	58	0.37279
GO:0034056	estrogen response element binding	3	0.37294
GO:0005313	L-glutamate transmembrane transporter activity	7	0.37303
GO:0004137	deoxycytidine kinase activity	2	0.37318
GO:0004878	complement component C5a receptor activity	1	0.37333
GO:0008324	cation transmembrane transporter activity	347	0.37347
GO:0030295	protein kinase activator activity	82	0.37393
GO:0019992	diacylglycerol binding	9	0.37411
GO:0001016	RNA polymerase III transcription regulatory region sequence-specific DNA binding	7	0.37416
GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	2	0.37450
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	2	0.37509
GO:0055102	lipase inhibitor activity	10	0.37543
GO:0080048	GDP-D-glucose phosphorylase activity	1	0.37554
GO:0004587	ornithine-oxo-acid transaminase activity	1	0.37562
GO:0050155	ornithine(lysine) transaminase activity	1	0.37562
GO:0008456	alpha-N-acetylgalactosaminidase activity	1	0.37621
GO:0004557	alpha-galactosidase activity	2	0.37624
GO:0005163	nerve growth factor receptor binding	3	0.37636
GO:0031711	bradykinin receptor binding	1	0.37757
GO:0034246	mitochondrial transcription factor activity	4	0.37808
GO:0001056	RNA polymerase III activity	1	0.37817
GO:0005109	frizzled binding	24	0.37826
GO:0001850	complement component C3a binding	1	0.37859
GO:0015057	thrombin-activated receptor activity	2	0.37882
GO:0042171	lysophosphatidic acid acyltransferase activity	22	0.37896
GO:0001054	RNA polymerase I activity	2	0.37906
GO:0102953	hypoglycin A gamma-glutamyl transpeptidase activity	2	0.37942
GO:0036374	glutathione hydrolase activity	2	0.37942
GO:0103068	leukotriene C4 gamma-glutamyl transferase activity	2	0.37942
GO:0004095	carnitine O-palmitoyltransferase activity	2	0.38087
GO:1990698	palmitoleoyltransferase activity	2	0.38087
GO:0001635	calcitonin gene-related peptide receptor activity	3	0.38132
GO:0004721	phosphoprotein phosphatase activity	143	0.38283
GO:0016790	thiolester hydrolase activity	36	0.38357
GO:0047464	heparosan-N-sulfate-glucuronate 5-epimerase activity	1	0.38380
GO:0005520	insulin-like growth factor binding	19	0.38413
GO:0016402	pristanoyl-CoA oxidase activity	1	0.38509
GO:0070326	very-low-density lipoprotein particle receptor binding	2	0.38510
GO:0016411	acylglycerol O-acyltransferase activity	24	0.38599
GO:0004838	L-tyrosine:2-oxoglutarate aminotransferase activity	1	0.38715
GO:0016722	oxidoreductase activity, acting on metal ions	15	0.38761
GO:0008446	GDP-mannose 4,6-dehydratase activity	1	0.38827
GO:0047223	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity	3	0.38831
GO:0004528	phosphodiesterase I activity	3	0.38861
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	38	0.38881
GO:0004572	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity	2	0.38887
GO:1905773	8-hydroxy-2'-deoxyguanosine DNA binding	3	0.38920
GO:0010521	telomerase inhibitor activity	3	0.38920
GO:0030348	syntaxin-3 binding	1	0.38922
GO:0140359	ABC-type transporter activity	36	0.38975
GO:0004798	thymidylate kinase activity	2	0.39034
GO:0033862	UMP kinase activity	2	0.39034
GO:0036430	CMP kinase activity	2	0.39034
GO:0036431	dCMP kinase activity	2	0.39034
GO:0005534	galactose binding	3	0.39115
GO:0052869	arachidonic acid omega-hydroxylase activity	1	0.39164
GO:0017081	chloride channel regulator activity	15	0.39178
GO:0004569	glycoprotein endo-alpha-1,2-mannosidase activity	1	0.39190
GO:0045130	keratan sulfotransferase activity	2	0.39242
GO:0035473	lipase binding	3	0.39280
GO:0060001	minus-end directed microfilament motor activity	1	0.39293
GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity	1	0.39328
GO:1990984	tRNA demethylase activity	2	0.39352
GO:1990931	RNA N6-methyladenosine dioxygenase activity	2	0.39352
GO:0047934	glucose 1-dehydrogenase (NAD+) activity	1	0.39380
GO:0047935	glucose 1-dehydrogenase (NADP+) activity	1	0.39380
GO:0017095	heparan sulfate 6-O-sulfotransferase activity	2	0.39401
GO:0015382	sodium:sulfate symporter activity	1	0.39441
GO:0140293	ADP-ribosylglutamate hydrolase activity	3	0.39475
GO:0035174	histone serine kinase activity	4	0.39484
GO:0010465	nerve growth factor receptor activity	2	0.39499
GO:0043047	single-stranded telomeric DNA binding	12	0.39514
GO:0004825	methionine-tRNA ligase activity	2	0.39524
GO:0005007	fibroblast growth factor-activated receptor activity	4	0.39528
GO:2001070	starch binding	2	0.39622
GO:0047389	glycerophosphocholine phosphodiesterase activity	2	0.39622
GO:0030170	pyridoxal phosphate binding	36	0.39647
GO:0004022	alcohol dehydrogenase (NAD+) activity	6	0.39660
GO:0061928	glutathione specific gamma-glutamylcyclotransferase activity	2	0.39721
GO:0004083	bisphosphoglycerate 2-phosphatase activity	1	0.39736
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity	9	0.39751
GO:0047888	fatty acid peroxidase activity	1	0.39806
GO:0034046	poly(G) binding	8	0.39814
GO:0005326	neurotransmitter transmembrane transporter activity	6	0.39836
GO:0004096	catalase activity	3	0.39836
GO:0001093	TFIIB-class transcription factor binding	4	0.39841
GO:0015562	efflux transmembrane transporter activity	8	0.39891
GO:0102559	protein-(glutamine-N5) methyltransferase activity	1	0.39902
GO:0034596	phosphatidylinositol phosphate 4-phosphatase activity	10	0.39920
GO:0004516	nicotinate phosphoribosyltransferase activity	1	0.39928
GO:0004556	alpha-amylase activity	1	0.39937
GO:0103025	alpha-amylase activity (releasing maltohexaose)	1	0.39937
GO:0008170	N-methyltransferase activity	86	0.40020
GO:0004118	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity	1	0.40033
GO:0008775	acetate CoA-transferase activity	1	0.40050
GO:0016520	growth hormone-releasing hormone receptor activity	1	0.40085
GO:0004969	histamine receptor activity	2	0.40091
GO:0050613	delta14-sterol reductase activity	2	0.40165
GO:0046875	ephrin receptor binding	24	0.40168
GO:0043236	laminin binding	20	0.40186
GO:0004813	alanine-tRNA ligase activity	2	0.40190
GO:0051400	BH domain binding	8	0.40211
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	3	0.40230
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	3	0.40230
GO:0004831	tyrosine-tRNA ligase activity	2	0.40301
GO:0017128	phospholipid scramblase activity	10	0.40362
GO:0004757	sepiapterin reductase activity	1	0.40383
GO:0005157	macrophage colony-stimulating factor receptor binding	1	0.40392
GO:0003883	CTP synthase activity	2	0.40425
GO:0018685	alkane 1-monooxygenase activity	1	0.40489
GO:0043956	3-hydroxypropionyl-CoA dehydratase activity	1	0.40524
GO:0005112	Notch binding	19	0.40538
GO:0004985	opioid receptor activity	1	0.40550
GO:0015179	L-amino acid transmembrane transporter activity	36	0.40649
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	1	0.40673
GO:0008430	selenium binding	7	0.40676
GO:0009008	DNA-methyltransferase activity	5	0.40685
GO:0035248	alpha-1,4-N-acetylgalactosaminyltransferase activity	1	0.40700
GO:0004144	diacylglycerol O-acyltransferase activity	2	0.40711
GO:0050252	retinol O-fatty-acyltransferase activity	2	0.40711
GO:0004667	prostaglandin-D synthase activity	1	0.40796
GO:0004309	exopolyphosphatase activity	1	0.40876
GO:0004123	cystathionine gamma-lyase activity	1	0.40955
GO:0044540	L-cystine L-cysteine-lyase (deaminating)	1	0.40955
GO:0080146	L-cysteine desulfhydrase activity	1	0.40955
GO:0008318	protein prenyltransferase activity	7	0.41008
GO:0001664	G protein-coupled receptor binding	140	0.41021
GO:0008747	N-acetylneuraminate lyase activity	1	0.41026
GO:0001784	phosphotyrosine residue binding	34	0.41042
GO:0047020	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity	2	0.41061
GO:0036130	prostaglandin H2 endoperoxidase reductase activity	2	0.41061
GO:0004598	peptidylamidoglycolate lyase activity	1	0.41070
GO:0004504	peptidylglycine monooxygenase activity	1	0.41070
GO:0004866	endopeptidase inhibitor activity	92	0.41082
GO:0019150	D-ribulokinase activity	1	0.41141
GO:0043262	adenosine-diphosphatase activity	2	0.41148
GO:0008239	dipeptidyl-peptidase activity	9	0.41155
GO:0031682	G-protein gamma-subunit binding	1	0.41167
GO:0042978	ornithine decarboxylase activator activity	2	0.41223
GO:0004607	phosphatidylcholine-sterol O-acyltransferase activity	1	0.41247
GO:0005009	insulin-activated receptor activity	2	0.41261
GO:0005381	iron ion transmembrane transporter activity	8	0.41276
GO:0070181	small ribosomal subunit rRNA binding	9	0.41300
