GO.ID	Term	Annotated	Raw.P.Value
GO:0090534	calcium ion-transporting ATPase complex	1	0.31273
GO:0014801	longitudinal sarcoplasmic reticulum	1	0.31273
GO:0031463	Cul3-RING ubiquitin ligase complex	38	0.31289
GO:0001726	ruffle	159	0.31295
GO:0031674	I band	81	0.31335
GO:0045092	interleukin-18 receptor complex	1	0.31543
GO:0031260	pseudopodium membrane	1	0.31566
GO:0030132	clathrin coat of coated pit	15	0.31619
GO:0000930	gamma-tubulin complex	17	0.31722
GO:0044545	NSL complex	7	0.31729
GO:0062157	mitochondrial ATP-gated potassium channel complex	2	0.31763
GO:0005739	mitochondrion	1409	0.31838
GO:0098982	GABA-ergic synapse	36	0.31886
GO:0097125	cyclin B1-CDK1 complex	2	0.31928
GO:0097649	A axonemal microtubule	1	0.31985
GO:0061827	sperm head	5	0.32078
GO:0090543	Flemming body	30	0.32093
GO:0031209	SCAR complex	10	0.32326
GO:0005771	multivesicular body	40	0.32361
GO:0043034	costamere	13	0.32372
GO:0034688	integrin alphaM-beta2 complex	2	0.32426
GO:0099512	supramolecular fiber	647	0.32466
GO:0019897	extrinsic component of plasma membrane	109	0.32494
GO:0099033	anchored component of postsynaptic recycling endosome membrane	1	0.32517
GO:0009317	acetyl-CoA carboxylase complex	1	0.32620
GO:0097443	sorting endosome	6	0.32650
GO:0043513	inhibin B complex	1	0.32730
GO:0043256	laminin complex	9	0.32754
GO:0120135	distal portion of axoneme	1	0.32762
GO:0060473	cortical granule	3	0.32861
GO:0008091	spectrin	5	0.33014
GO:0043220	Schmidt-Lanterman incisure	8	0.33056
GO:0098595	perivitelline space	1	0.33110
GO:0031256	leading edge membrane	126	0.33320
GO:0060076	excitatory synapse	19	0.33380
GO:0035976	transcription factor AP-1 complex	4	0.33524
GO:0030485	smooth muscle contractile fiber	3	0.33564
GO:0005916	fascia adherens	7	0.33692
GO:0097140	BIM-BCL-xl complex	1	0.33717
GO:0097141	BIM-BCL-2 complex	1	0.33717
GO:0016010	dystrophin-associated glycoprotein complex	10	0.33752
GO:0070931	Golgi-associated vesicle lumen	1	0.33885
GO:0001931	uropod	7	0.33889
GO:0070436	Grb2-EGFR complex	2	0.33933
GO:0030877	beta-catenin destruction complex	10	0.34046
GO:0000274	mitochondrial proton-transporting ATP synthase, stator stalk	2	0.34184
GO:0031307	integral component of mitochondrial outer membrane	21	0.34222
GO:0043231	intracellular membrane-bounded organelle	8927	0.34236
GO:0031595	nuclear proteasome complex	3	0.34275
GO:0009368	endopeptidase Clp complex	2	0.34315
GO:0030897	HOPS complex	11	0.34440
GO:0036021	endolysosome lumen	5	0.34566
GO:0042824	MHC class I peptide loading complex	8	0.34960
GO:0038143	ERBB3:ERBB2 complex	2	0.35104
GO:0042583	chromaffin granule	7	0.35121
GO:0034777	recycling endosome lumen	1	0.35169
GO:0031594	neuromuscular junction	45	0.35182
GO:0070762	nuclear pore transmembrane ring	1	0.35235
GO:0071986	Ragulator complex	6	0.35253
GO:0033176	proton-transporting V-type ATPase complex	21	0.35297
GO:0071564	npBAF complex	12	0.35436
GO:0002177	manchette	12	0.35608
GO:0099544	perisynaptic space	2	0.35616
GO:0005828	kinetochore microtubule	7	0.35621
GO:0020018	ciliary pocket membrane	3	0.35749
GO:0000815	ESCRT III complex	9	0.35954
GO:0071546	pi-body	2	0.36120
GO:0071547	piP-body	2	0.36120
GO:0005610	laminin-5 complex	3	0.36137
GO:0043260	laminin-11 complex	3	0.36137
GO:0043259	laminin-10 complex	3	0.36137
GO:0005892	acetylcholine-gated channel complex	5	0.36163
GO:0008021	synaptic vesicle	123	0.36175
GO:0030906	retromer, cargo-selective complex	4	0.36218
GO:0043291	RAVE complex	3	0.36296
GO:0071817	MMXD complex	5	0.36305
GO:0005905	clathrin-coated pit	62	0.36446
GO:0030692	Noc4p-Nop14p complex	2	0.36450
GO:0034684	integrin alphav-beta5 complex	2	0.36557
GO:0097025	MPP7-DLG1-LIN7 complex	4	0.36653
GO:0019815	B cell receptor complex	1	0.36662
GO:0005876	spindle microtubule	62	0.36679
GO:0001536	radial spoke stalk	3	0.36803
GO:0072563	endothelial microparticle	2	0.36830
GO:0001673	male germ cell nucleus	11	0.36888
GO:0097344	Rix1 complex	1	0.36922
GO:0045252	oxoglutarate dehydrogenase complex	5	0.36924
GO:0097124	cyclin A2-CDK2 complex	4	0.37124
GO:0036457	keratohyalin granule	1	0.37141
GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	3	0.37153
GO:0098560	cytoplasmic side of late endosome membrane	2	0.37175
GO:0031672	A band	19	0.37178
GO:1990780	cytoplasmic side of dendritic spine plasma membrane	1	0.37352
GO:0097427	microtubule bundle	6	0.37388
GO:0030981	cortical microtubule cytoskeleton	5	0.37390
GO:0035000	oligosaccharyltransferase III complex	1	0.37437
GO:0000800	lateral element	7	0.37570
GO:0035692	macrophage migration inhibitory factor receptor complex	2	0.37630
GO:0034751	aryl hydrocarbon receptor complex	7	0.37652
GO:0070044	synaptobrevin 2-SNAP-25-syntaxin-1a complex	4	0.38023
GO:1990879	CST complex	2	0.38075
GO:0033557	Slx1-Slx4 complex	1	0.38160
GO:0098753	anchored component of the cytoplasmic side of the plasma membrane	1	0.38288
GO:0008287	protein serine/threonine phosphatase complex	45	0.38370
GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	1	0.38571
GO:0000015	phosphopyruvate hydratase complex	3	0.38628
GO:0098890	extrinsic component of postsynaptic membrane	7	0.38838
GO:0031305	integral component of mitochondrial inner membrane	53	0.39019
GO:1990026	hippocampal mossy fiber expansion	1	0.39079
GO:0033256	I-kappaB/NF-kappaB complex	4	0.39231
GO:0017177	glucosidase II complex	2	0.39292
GO:0042585	germinal vesicle	2	0.39328
GO:0031981	nuclear lumen	3925	0.39537
GO:0035060	brahma complex	3	0.39662
GO:0072380	TRC complex	2	0.39734
GO:0031094	platelet dense tubular network	8	0.39758
GO:0033017	sarcoplasmic reticulum membrane	25	0.39822
GO:0098575	lumenal side of lysosomal membrane	2	0.39833
GO:0071144	heteromeric SMAD protein complex	8	0.39914
GO:0098855	HCN channel complex	1	0.40176
GO:0031436	BRCA1-BARD1 complex	3	0.40297
GO:0032593	insulin-responsive compartment	6	0.40548
GO:0031430	M band	14	0.40733
GO:0033263	CORVET complex	5	0.40835
GO:0045495	pole plasm	11	0.40837
GO:0070826	paraferritin complex	1	0.40896
GO:0035578	azurophil granule lumen	71	0.41021
GO:0098894	extrinsic component of presynaptic endocytic zone membrane	1	0.41046
GO:0030660	Golgi-associated vesicle membrane	47	0.41064
GO:0035838	growing cell tip	1	0.41073
GO:0140275	MIB complex	13	0.41317
GO:0001401	SAM complex	13	0.41317
GO:0005927	muscle tendon junction	1	0.41401
GO:0000111	nucleotide-excision repair factor 2 complex	1	0.41409
GO:0098691	dopaminergic synapse	5	0.41687
GO:0000786	nucleosome	73	0.41725
GO:0005640	nuclear outer membrane	23	0.42018
GO:0036477	somatodendritic compartment	523	0.42102
GO:0071141	SMAD protein complex	9	0.42111
GO:0030427	site of polarized growth	137	0.42163
GO:0031143	pseudopodium	13	0.42191
GO:0036464	cytoplasmic ribonucleoprotein granule	204	0.42306
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	6	0.42325
GO:1990597	AIP1-IRE1 complex	2	0.42434
GO:0001939	female pronucleus	7	0.42486
GO:0099572	postsynaptic specialization	229	0.42542
GO:0035363	histone locus body	4	0.42561
GO:0005668	RNA polymerase transcription factor SL1 complex	2	0.42574
GO:0046658	anchored component of plasma membrane	33	0.42591
GO:0099523	presynaptic cytosol	8	0.42633
GO:0016235	aggresome	30	0.42664
GO:0042645	mitochondrial nucleoid	44	0.42705
GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	4	0.42849
GO:0061673	mitotic spindle astral microtubule	7	0.42957
GO:0071598	neuronal ribonucleoprotein granule	4	0.42993
GO:0032588	trans-Golgi network membrane	85	0.42994
GO:0044599	AP-5 adaptor complex	1	0.43020
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	2	0.43032
GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	5	0.43078
GO:0048269	methionine adenosyltransferase complex	2	0.43109
GO:0005945	6-phosphofructokinase complex	3	0.43212
GO:0044299	C-fiber	1	0.43272
GO:0045334	clathrin-coated endocytic vesicle	59	0.43317
GO:0099073	mitochondrion-derived vesicle	3	0.43415
GO:0071561	nucleus-vacuole junction	1	0.43426
GO:0010494	cytoplasmic stress granule	70	0.43526
GO:0005929	cilium	524	0.43590
GO:0070469	respirasome	92	0.43704
GO:0097541	axonemal basal plate	1	0.43725
GO:0036038	MKS complex	13	0.43890
GO:0098666	G protein-coupled serotonin receptor complex	1	0.43998
GO:0070274	RES complex	1	0.44143
GO:0099059	integral component of presynaptic active zone membrane	10	0.44175
GO:0097431	mitotic spindle pole	33	0.44203
GO:0030016	myofibril	133	0.44422
GO:0120134	proximal portion of axoneme	1	0.44536
GO:0016581	NuRD complex	15	0.44693
GO:0071782	endoplasmic reticulum tubular network	26	0.44836
GO:0042622	photoreceptor outer segment membrane	8	0.44879
GO:0097598	sperm cytoplasmic droplet	2	0.44923
GO:0031083	BLOC-1 complex	14	0.44996
GO:1990498	mitotic spindle microtubule	12	0.45063
GO:0030123	AP-3 adaptor complex	10	0.45188
GO:1903754	cortical microtubule plus-end	2	0.45221
GO:0035749	myelin sheath adaxonal region	4	0.45251
GO:0072357	PTW/PP1 phosphatase complex	7	0.45327
GO:0042565	RNA nuclear export complex	2	0.45416
GO:0044309	neuron spine	113	0.45459
GO:1990667	PCSK9-AnxA2 complex	2	0.45495
GO:0098998	extrinsic component of postsynaptic early endosome membrane	1	0.45518
GO:0009328	phenylalanine-tRNA ligase complex	2	0.45534
GO:0030849	autosome	1	0.45536
GO:0016013	syntrophin complex	2	0.45925
GO:0097014	ciliary plasm	120	0.46043
GO:0044284	mitochondrial crista junction	1	0.46229
GO:0042613	MHC class II protein complex	12	0.46278
GO:0140261	BCOR complex	1	0.46303
GO:1990635	proximal dendrite	5	0.46385
GO:0005674	transcription factor TFIIF complex	2	0.46410
GO:1990745	EARP complex	5	0.46510
GO:0000938	GARP complex	5	0.46510
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	16	0.46533
GO:0090571	RNA polymerase II transcription repressor complex	6	0.46576
GO:0005742	mitochondrial outer membrane translocase complex	6	0.46672
GO:0120095	vacuole-isolation membrane contact site	1	0.46675
GO:0001891	phagocytic cup	18	0.46692
GO:0000502	proteasome complex	61	0.46760
GO:0035097	histone methyltransferase complex	66	0.46975
GO:0098875	epididymosome	1	0.47103
GO:0072686	mitotic spindle	142	0.47106
GO:0005814	centriole	134	0.47115
GO:0033257	Bcl3/NF-kappaB2 complex	2	0.47173
GO:0044233	mitochondria-associated endoplasmic reticulum membrane	18	0.47299
GO:0097489	multivesicular body, internal vesicle lumen	1	0.47374
GO:0005969	serine-pyruvate aminotransferase complex	1	0.47430
GO:0031390	Ctf18 RFC-like complex	6	0.47494
GO:0097362	MCM8-MCM9 complex	2	0.47583
GO:0005715	late recombination nodule	1	0.47738
GO:0030140	trans-Golgi network transport vesicle	31	0.47778
GO:0031906	late endosome lumen	2	0.47958
GO:0043514	interleukin-12 complex	1	0.47963
GO:0060053	neurofilament cytoskeleton	2	0.48047
GO:0005791	rough endoplasmic reticulum	61	0.48164
GO:0034665	integrin alpha1-beta1 complex	2	0.48233
GO:0034667	integrin alpha3-beta1 complex	2	0.48233
GO:0034674	integrin alpha5-beta1 complex	2	0.48233
GO:0120103	centriolar subdistal appendage	10	0.48426
GO:0005967	mitochondrial pyruvate dehydrogenase complex	4	0.48453
GO:0035525	NF-kappaB p50/p65 complex	1	0.48537
GO:0033181	plasma membrane proton-transporting V-type ATPase complex	2	0.48605
GO:0001651	dense fibrillar component	1	0.48848
GO:1990023	mitotic spindle midzone	10	0.48897
GO:0097543	ciliary inversin compartment	2	0.48925
GO:0099144	anchored component of synaptic membrane	6	0.48999
GO:0032044	DSIF complex	1	0.49027
GO:0000235	astral microtubule	10	0.49081
GO:0017059	serine C-palmitoyltransferase complex	8	0.49147
GO:0000127	transcription factor TFIIIC complex	6	0.49385
GO:0000794	condensed nuclear chromosome	48	0.49443
GO:1990246	uniplex complex	6	0.49454
GO:0031227	intrinsic component of endoplasmic reticulum membrane	150	0.49457
GO:0034364	high-density lipoprotein particle	10	0.49586
GO:0034455	t-UTP complex	3	0.49602
GO:0014701	junctional sarcoplasmic reticulum membrane	6	0.49686
GO:0017109	glutamate-cysteine ligase complex	2	0.49688
GO:0005655	nucleolar ribonuclease P complex	6	0.49849
GO:0001535	radial spoke head	1	0.49860
GO:0008305	integrin complex	18	0.49945
GO:0060187	cell pole	5	0.50056
GO:0035580	specific granule lumen	41	0.50161
GO:0032281	AMPA glutamate receptor complex	11	0.50228
GO:0097145	BAK complex	2	0.50266
GO:0098690	glycinergic synapse	3	0.50342
GO:1990604	IRE1-TRAF2-ASK1 complex	4	0.50384
GO:0070938	contractile ring	8	0.50533
GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex	4	0.50567
GO:0044308	axonal spine	2	0.50575
GO:0000153	cytoplasmic ubiquitin ligase complex	14	0.50893
GO:0043296	apical junction complex	122	0.51012
GO:0099115	chromosome, subtelomeric region	2	0.51304
GO:0097226	sperm mitochondrial sheath	1	0.51471
GO:0070860	RNA polymerase I core factor complex	1	0.51711
GO:0070877	microprocessor complex	2	0.51792
GO:0005880	nuclear microtubule	2	0.51887
GO:0031228	intrinsic component of Golgi membrane	60	0.51940
GO:0031302	intrinsic component of endosome membrane	4	0.52020
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	3	0.52030
GO:0106139	symbiont cell surface	1	0.52133
GO:0090651	apical cytoplasm	2	0.52145
GO:1990752	microtubule end	33	0.52232
GO:0043293	apoptosome	2	0.52267
GO:0097728	9+0 motile cilium	4	0.52413
GO:0031304	intrinsic component of mitochondrial inner membrane	54	0.52449
GO:0097038	perinuclear endoplasmic reticulum	16	0.52450
GO:0032059	bleb	7	0.52472
GO:0032311	angiogenin-PRI complex	2	0.52648
GO:0005953	CAAX-protein geranylgeranyltransferase complex	2	0.52688
GO:0000940	condensed chromosome outer kinetochore	11	0.52696
GO:0098594	mucin granule	1	0.52729
GO:0044322	endoplasmic reticulum quality control compartment	23	0.52792
GO:0032426	stereocilium tip	11	0.52809
GO:0000110	nucleotide-excision repair factor 1 complex	3	0.52913
GO:0001917	photoreceptor inner segment	34	0.52938
GO:0048786	presynaptic active zone	48	0.53013
GO:1990406	CGRP receptor complex	2	0.53083
GO:0005747	mitochondrial respiratory chain complex I	47	0.53217
GO:0097450	astrocyte end-foot	4	0.53345
GO:0000178	exosome (RNase complex)	24	0.53435
GO:0033167	ARC complex	1	0.53442
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	4	0.53473
GO:0061689	tricellular tight junction	4	0.53531
GO:0005778	peroxisomal membrane	59	0.53650
GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	12	0.53653
GO:1902636	kinociliary basal body	3	0.53715
GO:1902560	GMP reductase complex	2	0.53752
GO:0071458	integral component of cytoplasmic side of endoplasmic reticulum membrane	5	0.53828
GO:0099631	postsynaptic endocytic zone cytoplasmic component	2	0.53903
GO:0034245	mitochondrial DNA-directed RNA polymerase complex	1	0.53983
GO:0005579	membrane attack complex	2	0.54012
GO:1902737	dendritic filopodium	4	0.54091
GO:0097441	basal dendrite	4	0.54091
GO:0030130	clathrin coat of trans-Golgi network vesicle	14	0.54122
GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	4	0.54169
GO:0000308	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	2	0.54176
GO:0097233	alveolar lamellar body membrane	2	0.54217
GO:0071062	alphav-beta3 integrin-vitronectin complex	2	0.54258
GO:0044354	macropinosome	6	0.54268
GO:1901588	dendritic microtubule	2	0.54341
GO:0048237	rough endoplasmic reticulum lumen	2	0.54423
GO:0097132	cyclin D2-CDK6 complex	1	0.54574
GO:0033106	cis-Golgi network membrane	6	0.54576
GO:0005899	insulin receptor complex	3	0.54839
GO:1990124	messenger ribonucleoprotein complex	12	0.54849
GO:0005757	mitochondrial permeability transition pore complex	6	0.54932
GO:0035805	egg coat	2	0.55026
GO:0044609	DBIRD complex	2	0.55040
GO:0008622	epsilon DNA polymerase complex	4	0.55080
GO:0030904	retromer complex	20	0.55165
GO:0072558	NLRP1 inflammasome complex	3	0.55192
GO:0070652	HAUS complex	7	0.55198
GO:0031523	Myb complex	1	0.55224
GO:0098683	cochlear hair cell ribbon synapse	1	0.55243
GO:0005684	U2-type spliceosomal complex	91	0.55358
GO:0031261	DNA replication preinitiation complex	11	0.55452
GO:0033503	HULC complex	4	0.55488
GO:0005865	striated muscle thin filament	9	0.55834
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	6	0.55908
GO:0120219	subapical part of cell	1	0.55992
GO:0009353	mitochondrial oxoglutarate dehydrogenase complex	1	0.56108
GO:0005850	eukaryotic translation initiation factor 2 complex	4	0.56110
GO:0016461	unconventional myosin complex	6	0.56153
GO:0060987	lipid tube	1	0.56186
GO:1990675	Golgi medial cisterna membrane	1	0.56332
GO:1990676	Golgi trans cisterna membrane	1	0.56332
GO:0044300	cerebellar mossy fiber	4	0.56344
GO:0071953	elastic fiber	4	0.56539
GO:0000138	Golgi trans cisterna	12	0.56575
GO:0035869	ciliary transition zone	62	0.56579
GO:0099189	postsynaptic spectrin-associated cytoskeleton	1	0.56673
GO:0031616	spindle pole centrosome	12	0.56702
GO:0032173	septin collar	1	0.56741
GO:0016590	ACF complex	1	0.56810
GO:1903561	extracellular vesicle	1649	0.56831
GO:0031680	G-protein beta/gamma-subunit complex	1	0.56917
GO:0005746	mitochondrial respirasome	82	0.57019
GO:0070822	Sin3-type complex	14	0.57040
GO:0005638	lamin filament	5	0.57218
GO:0097227	sperm annulus	3	0.57249
GO:0072487	MSL complex	4	0.57299
GO:0042405	nuclear inclusion body	12	0.57310
GO:1990851	Wnt-Frizzled-LRP5/6 complex	3	0.57384
GO:0000783	nuclear telomere cap complex	10	0.57532
GO:0022625	cytosolic large ribosomal subunit	52	0.57675
GO:0005896	interleukin-6 receptor complex	2	0.57877
GO:0070110	ciliary neurotrophic factor receptor complex	2	0.57877
GO:0000813	ESCRT I complex	9	0.57950
GO:0034361	very-low-density lipoprotein particle	7	0.57960
GO:0090619	meiotic spindle pole	1	0.58030
GO:0097519	DNA recombinase complex	1	0.58039
GO:1905347	endodeoxyribonuclease complex	5	0.58048
GO:0044304	main axon	34	0.58198
GO:0035517	PR-DUB complex	4	0.58237
GO:0043186	P granule	10	0.58255
GO:0097169	AIM2 inflammasome complex	4	0.58276
GO:0032039	integrator complex	17	0.58351
GO:0005664	nuclear origin of replication recognition complex	8	0.58373
GO:0033269	internode region of axon	2	0.58457
GO:0018444	translation release factor complex	3	0.58535
GO:1990718	axonemal central pair projection	1	0.58596
GO:0120043	stereocilium shaft	1	0.58684
GO:0072687	meiotic spindle	11	0.58837
GO:1990913	sperm head plasma membrane	2	0.58969
GO:0005838	proteasome regulatory particle	22	0.59215
GO:0005591	collagen type VIII trimer	1	0.59281
GO:0140268	endoplasmic reticulum-plasma membrane contact site	9	0.59564
GO:0070319	Golgi to plasma membrane transport vesicle	1	0.59564
GO:0150002	distal dendrite	2	0.59687
GO:0070421	DNA ligase III-XRCC1 complex	1	0.59731
GO:0033185	dolichol-phosphate-mannose synthase complex	3	0.59856
GO:0034657	GID complex	4	0.59899
GO:0005663	DNA replication factor C complex	5	0.60029
GO:0070552	BRISC complex	5	0.60072
GO:0016471	vacuolar proton-transporting V-type ATPase complex	16	0.60143
GO:0098536	deuterosome	5	0.60374
GO:0000118	histone deacetylase complex	70	0.60415
GO:0005900	oncostatin-M receptor complex	2	0.60796
GO:0070418	DNA-dependent protein kinase complex	2	0.60837
GO:1990112	RQC complex	3	0.60856
GO:0034044	exomer complex	1	0.60876
GO:0005883	neurofilament	6	0.60934
GO:0097123	cyclin A1-CDK2 complex	2	0.60934
GO:0000811	GINS complex	3	0.61009
GO:1904423	dehydrodolichyl diphosphate synthase complex	2	0.61017
GO:0043614	multi-eIF complex	2	0.61059
GO:0097451	glial limiting end-foot	2	0.61059
GO:0016342	catenin complex	16	0.61064
GO:0002144	cytosolic tRNA wobble base thiouridylase complex	1	0.61091
GO:0031904	endosome lumen	18	0.61355
GO:0000242	pericentriolar material	21	0.61445
GO:0044305	calyx of Held	7	0.61447
GO:1990730	VCP-NSFL1C complex	2	0.61820
GO:0031966	mitochondrial membrane	639	0.61954
GO:0089717	spanning component of membrane	12	0.62112
GO:1990332	Ire1 complex	1	0.62343
GO:0005785	signal recognition particle receptor complex	4	0.62385
GO:0034708	methyltransferase complex	94	0.62686
GO:0070876	SOSS complex	4	0.62717
GO:0070971	endoplasmic reticulum exit site	23	0.62760
GO:0017053	transcription repressor complex	66	0.62806
GO:0005774	vacuolar membrane	383	0.62838
GO:0070776	MOZ/MORF histone acetyltransferase complex	9	0.62911
GO:0005666	RNA polymerase III complex	18	0.63027
GO:0044307	dendritic branch	3	0.63076
GO:0098831	presynaptic active zone cytoplasmic component	12	0.63431
GO:0030673	axolemma	6	0.63832
GO:0098559	cytoplasmic side of early endosome membrane	3	0.63871
GO:0000835	ER ubiquitin ligase complex	10	0.63914
GO:0097136	Bcl-2 family protein complex	6	0.63941
GO:0032541	cortical endoplasmic reticulum	8	0.64044
GO:0097631	integral component of omegasome membrane	1	0.64179
GO:0008247	1-alkyl-2-acetylglycerophosphocholine esterase complex	3	0.64209
GO:0032839	dendrite cytoplasm	23	0.64264
GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex	3	0.64310
GO:0016592	mediator complex	40	0.64566
GO:0031415	NatA complex	4	0.64650
GO:0016222	procollagen-proline 4-dioxygenase complex	2	0.64651
GO:0033588	elongator holoenzyme complex	6	0.64716
GO:0044754	autolysosome	10	0.64727
GO:0034998	oligosaccharyltransferase I complex	2	0.64858
GO:0090730	Las1 complex	1	0.64881
GO:0019008	molybdopterin synthase complex	2	0.64940
GO:0036057	slit diaphragm	5	0.64946
GO:0005868	cytoplasmic dynein complex	22	0.64975
GO:0046696	lipopolysaccharide receptor complex	4	0.65040
GO:0032584	growth cone membrane	5	0.65129
GO:0055087	Ski complex	3	0.65137
GO:1990032	parallel fiber	1	0.65144
GO:0044301	climbing fiber	1	0.65144
GO:1990467	NuA3a histone acetyltransferase complex	1	0.65163
GO:1990468	NuA3b histone acetyltransferase complex	1	0.65163
GO:1990131	Gtr1-Gtr2 GTPase complex	4	0.65176
GO:0097179	protease inhibitor complex	3	0.65177
GO:0070069	cytochrome complex	34	0.65196
GO:0002945	cyclin K-CDK13 complex	2	0.65271
GO:0071204	histone pre-mRNA 3'end processing complex	6	0.65384
GO:0020005	symbiont-containing vacuole membrane	1	0.65727
GO:0045120	pronucleus	10	0.66289
GO:1990071	TRAPPII protein complex	3	0.66348
GO:1990769	proximal neuron projection	2	0.66397
GO:0045111	intermediate filament cytoskeleton	99	0.66475
GO:0070419	nonhomologous end joining complex	9	0.66488
GO:1990589	ATF4-CREB1 transcription factor complex	4	0.66497
GO:0031965	nuclear membrane	261	0.66582
GO:0030015	CCR4-NOT core complex	6	0.66597
GO:0002178	palmitoyltransferase complex	11	0.66823
GO:0120259	7SK snRNP	3	0.66952
GO:0098685	Schaffer collateral - CA1 synapse	46	0.66968
GO:0031499	TRAMP complex	4	0.67039
GO:0030496	midbody	178	0.67127
GO:0061700	GATOR2 complex	9	0.67280
GO:0005948	acetolactate synthase complex	1	0.67317
GO:0099013	neuronal dense core vesicle lumen	1	0.67433
GO:0044611	nuclear pore inner ring	3	0.67471
GO:0005840	ribosome	220	0.67663
GO:0005844	polysome	65	0.67790
GO:0031313	extrinsic component of endosome membrane	9	0.67805
GO:0030137	COPI-coated vesicle	21	0.67813
GO:0005787	signal peptidase complex	5	0.67825
GO:0016533	protein kinase 5 complex	2	0.67874
GO:1990529	glycosylphosphatidylinositol-mannosyltransferase I complex	1	0.67896
GO:0005637	nuclear inner membrane	46	0.68040
GO:0005852	eukaryotic translation initiation factor 3 complex	15	0.68159
GO:0031588	nucleotide-activated protein kinase complex	8	0.68161
GO:1990716	axonemal central apparatus	4	0.68252
GO:0099060	integral component of postsynaptic specialization membrane	29	0.68327
GO:0030125	clathrin vesicle coat	26	0.68404
GO:0005590	collagen type VII trimer	1	0.68473
GO:0033093	Weibel-Palade body	6	0.68583
GO:0031309	integral component of nuclear outer membrane	1	0.68598
GO:0032996	Bcl3-Bcl10 complex	1	0.68685
GO:0019774	proteasome core complex, beta-subunit complex	10	0.68690
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	7	0.68770
GO:1990811	MWP complex	1	0.68963
GO:0097512	cardiac myofibril	1	0.69030
GO:0030870	Mre11 complex	5	0.69081
GO:0120293	dynein axonemal particle	20	0.69204
GO:0002944	cyclin K-CDK12 complex	2	0.69247
GO:0097234	epidermal lamellar body membrane	1	0.69251
GO:0005662	DNA replication factor A complex	12	0.69452
GO:0005745	m-AAA complex	2	0.69490
GO:0005798	Golgi-associated vesicle	75	0.69546
GO:0033593	BRCA2-MAGE-D1 complex	1	0.69614
GO:0036128	CatSper complex	6	0.69663
GO:0000112	nucleotide-excision repair factor 3 complex	1	0.69691
GO:0005677	chromatin silencing complex	10	0.69726
GO:0030687	preribosome, large subunit precursor	24	0.69741
GO:0031511	Mis6-Sim4 complex	2	0.69855
GO:0030314	junctional membrane complex	2	0.69909
GO:0097637	integral component of autophagosome membrane	2	0.69990
GO:0000801	central element	2	0.70017
GO:0035339	SPOTS complex	4	0.70019
GO:0005853	eukaryotic translation elongation factor 1 complex	4	0.70076
GO:0036513	Derlin-1 retrotranslocation complex	8	0.70113
GO:0032021	NELF complex	4	0.70362
GO:0042588	zymogen granule	10	0.70379
GO:0035657	eRF1 methyltransferase complex	1	0.70644
GO:0000791	euchromatin	32	0.70651
GO:0005859	muscle myosin complex	3	0.70741
GO:0071513	phosphopantothenoylcysteine decarboxylase complex	1	0.70758
GO:1990904	ribonucleoprotein complex	697	0.70875
GO:0032589	neuron projection membrane	27	0.70988
GO:0140007	KICSTOR complex	5	0.71017
GO:0036284	tubulobulbar complex	2	0.71029
GO:0098983	symmetric, GABA-ergic, inhibitory synapse	3	0.71251
GO:1990425	ryanodine receptor complex	2	0.71321
GO:0031312	extrinsic component of organelle membrane	40	0.71347
GO:0001652	granular component	5	0.71483
GO:0070435	Shc-EGFR complex	2	0.71668
GO:0044613	nuclear pore central transport channel	7	0.71804
GO:0009898	cytoplasmic side of plasma membrane	114	0.71938
GO:0030127	COPII vesicle coat	15	0.72043
GO:0000306	extrinsic component of vacuolar membrane	4	0.72155
GO:0070772	PAS complex	1	0.72157
GO:0034693	U11/U12 snRNP	1	0.72345
GO:0070369	beta-catenin-TCF7L2 complex	3	0.72394
GO:0031207	Sec62/Sec63 complex	1	0.72467
GO:0043203	axon hillock	6	0.72816
GO:0016605	PML body	93	0.73004
GO:0031201	SNARE complex	41	0.73039
GO:0032807	DNA ligase IV complex	3	0.73123
GO:0042627	chylomicron	2	0.73168
GO:0033180	proton-transporting V-type ATPase, V1 domain	9	0.73222
GO:0016580	Sin3 complex	11	0.73277
GO:0000922	spindle pole	152	0.73447
GO:0008290	F-actin capping protein complex	6	0.73502
GO:0150001	primary dendrite	2	0.73550
GO:0008180	COP9 signalosome	30	0.73566
GO:0098835	presynaptic endocytic zone membrane	5	0.73634
GO:0005681	spliceosomal complex	184	0.73935
GO:0031084	BLOC-2 complex	3	0.74090
